"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LLC_BI__Attorney__c","LLC_BI__ExpansionLh__c","LLC_BI__ExpansionRe__c","LLC_BI__RefinanceLh__c","LLC_BI__RefinanceRe__c","LLC_BI__Start_upLh__c","LLC_BI__Start_upRe__c","LLC_BI__acquisitionLh__c","LLC_BI__acquisitionRe__c","LLC_BI__clientView__c","LLC_BI__comments__c","LLC_BI__docClass__c","LLC_BI__docManager__c","LLC_BI__docTab__c","LLC_BI__docType__c","LLC_BI__dueDaysPrior__c","LLC_BI__firstReview__c","LLC_BI__lookupKey__c","LLC_BI__naOk__c","LLC_BI__onesToWatch__c","LLC_BI__owner__c","LLC_BI__sortOrder__c","LLC_BI__Portal_Doc_Description__c","LLC_BI__Portal_Doc_Name__c","LLC_BI__Portal_Enabled__c","NDOC__description__c","NDOC__neededByStage__c","NDOC__priority__c","LLC_BI__Approval_Roles__c","LLC_BI__Viewer_Roles__c","LLC_BI__Criteria__c","NDOC__Placeholder_Approval_Roles__c","NDOC__Placeholder_Viewer_Roles__c","LLC_BI__Auto_Esign__c","LLC_BI__Placeholder_Viewer_Groups__c","LLC_BI__Placeholder_Viewer_Profiles__c","LLC_BI__Requirement__c","LLC_BI__Document_Id_Mapping__c","LLC_BI__E_Vault__c","AutorabitExtId__c"
"a093g000000aLq8AAE","0053g000000ln7zAAA","","Annual Financial Report (CAFR)","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAREA4","a0I3g000000ThxeEAC","","a0K3g000001QHZ6EAO","","false","b52itvr6qp67qz559t","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLq8AAE"
"a093g000000aLq9AAE","0053g000000ln7zAAA","","Current Year Budget","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNASEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZ6EAO","","false","nikngzw3mt8y74fxu5","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLq9AAE"
"a093g000000aLqAAAU","0053g000000ln7zAAA","","Municipality Bond Rating Report","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNATEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZ6EAO","","false","pg5b23b806s0gz69cy","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqAAAU"
"a093g000000aLqBAAU","0053g000000ln7zAAA","","Income Statement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAnEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","7hskrq5lxf0be3dz05","false","false","","","","","false","","","","","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Charity""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Corporation""}}{{COND=""C"" FIELD=""Account.Type"" IS=""Estate""}}{{COND=""D"" FIELD=""Account.Type"" IS=""Limited Liability Company""}}{{COND=""E"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""F"" FIELD=""Account.Type"" IS=""Partnership""}}{{COND=""G"" FIELD=""Account.Type"" IS=""Trust""}}{{COND=""H"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqBAAU"
"a093g000000aLqCAAU","0053g000000ln7zAAA","","Balance Sheet","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAoEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","hz4ud0mvilpicrv9ro","false","false","","","","","false","","","","","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Charity""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Corporation""}}{{COND=""C"" FIELD=""Account.Type"" IS=""Estate""}}{{COND=""D"" FIELD=""Account.Type"" IS=""Limited Liability Company""}}{{COND=""E"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""F"" FIELD=""Account.Type"" IS=""Partnership""}}{{COND=""G"" FIELD=""Account.Type"" IS=""Trust""}}{{COND=""H"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqCAAU"
"a093g000000aLqDAAU","0053g000000ln7zAAA","","Business Plan (If Applicable)","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNApEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","dr5dmxjj6syoe8z1sy","false","false","","","","","false","","","","","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Charity""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Corporation""}}{{COND=""C"" FIELD=""Account.Type"" IS=""Estate""}}{{COND=""D"" FIELD=""Account.Type"" IS=""Limited Liability Company""}}{{COND=""E"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""F"" FIELD=""Account.Type"" IS=""Partnership""}}{{COND=""G"" FIELD=""Account.Type"" IS=""Trust""}}{{COND=""H"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqDAAU"
"a093g000000aLqEAAU","0053g000000ln7zAAA","","Purchase Order/Bill of Sale","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAUEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","gmgdu2gxa60xpw2zs7","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqFAAU","0053g000000ln7zAAA","","Delivery Acceptance Certificate","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAVEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","wue6pitizqb9nvmymb","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqGAAU","0053g000000ln7zAAA","","Master Lease Agreement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAWEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","qy84r0c0hy49t8a0jo","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqHAAU","0053g000000ln7zAAA","","Terms and Conditions","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAXEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","66drhhfokn844xc1i4","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqIAAU","0053g000000ln7zAAA","","Lease Schedule","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAYEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","avuxgktrp0nykbqjpa","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqJAAU","0053g000000ln7zAAA","","Liability Insurance/Insurance Declaration","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:32.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAZEA4","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","99y4auct8cuwy9zsoj","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqKAAU","0053g000000ln7zAAA","","Proposal Letter","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAaEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZZEA4","","false","q3zbb0zdom919uw7ij","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqLAAU","0053g000000ln7zAAA","","Commitment Letter","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T22:12:04.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAbEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZZEA4","","false","j3afgkjpqnhjjdyxj8","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","a4R3g000000fzBtEAI","","false",""
"a093g000000aLqMAAU","0053g000000ln7zAAA","","Secretary of State Document","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAcEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ7EAO","","false","wkp748iw1t6ls2wrck","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Line__c"" IS=""Leasing and Finance""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqNAAU","0053g000000ln7zAAA","","Secondary Identification (if Required)","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAdEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZEEA4","","false","o1lasmjjti8fd2mxto","false","false","","","","","false","","","","","","","","","false","","","","","false","a093g000000aLqNAAU"
"a093g000000aLqOAAU","0053g000000ln7zAAA","","Estate Documentation","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAeEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZ8EAO","","false","tqgo8yhiej5c84lrib","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""Account.Type"" IS=""Estate""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqOAAU"
"a093g000000aLqPAAU","0053g000000ln7zAAA","","Personal Tax Return","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAfEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","etv9b02rnb9frujk9k","false","false","","","","","true","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Individual""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Sole Proprietorship""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqPAAU"
"a093g000000aLqQAAU","0053g000000ln7zAAA","","Personal Tax Return","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAgEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","k3rfo4wzddm7h9rxl5","false","false","","","","","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Individual""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Sole Proprietorship""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqQAAU"
"a093g000000aLqRAAU","0053g000000ln7zAAA","","Annual Review","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAjEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZ4EAO","","false","k41gv1lv9kbfnrd5vc","false","false","","","","","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Financial Institution""""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Institutional Investor""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqRAAU"
"a093g000000aLqSAAU","0053g000000ln7zAAA","","Annual Review","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAkEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZ4EAO","","false","8gczt7ikas9zdvnm8u","false","false","","","","","false","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Financial Institution""""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Institutional Investor""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqSAAU"
"a093g000000aLqTAAU","0053g000000ln7zAAA","","Business Tax Return","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAlEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","3xrvbt1kg21u9w27c6","false","false","","","","","false","","","","","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Charity""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Corporation""}}{{COND=""C"" FIELD=""Account.Type"" IS=""Estate""}}{{COND=""D"" FIELD=""Account.Type"" IS=""Limited Liability Company""}}{{COND=""E"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""F"" FIELD=""Account.Type"" IS=""Partnership""}}{{COND=""G"" FIELD=""Account.Type"" IS=""Trust""}}{{COND=""H"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqTAAU"
"a093g000000aLqUAAU","0053g000000ln7zAAA","","Business Tax Return","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAmEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZAEA4","","false","6duexagyuljqzvdnel","false","false","","","","","false","","","","","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Charity""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Corporation""}}{{COND=""C"" FIELD=""Account.Type"" IS=""Estate""}}{{COND=""D"" FIELD=""Account.Type"" IS=""Limited Liability Company""}}{{COND=""E"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""F"" FIELD=""Account.Type"" IS=""Partnership""}}{{COND=""G"" FIELD=""Account.Type"" IS=""Trust""}}{{COND=""H"" FIELD=""Account.Type"" IS=""Municipality""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLqUAAU"
"a093g000000aLqVAAU","0053g000000ln7zAAA","","Bank Statement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNArEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","vqlqsc8nka2lar7kdf","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqWAAU","0053g000000ln7zAAA","","Property Offer Letter","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAsEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","jydsanvfridom92gck","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqXAAU","0053g000000ln7zAAA","","ID","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAtEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","yqeyjhz6n0wfh5untp","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqYAAU","0053g000000ln7zAAA","","Payslip","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAuEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","d7srecelzdjbgp4ux1","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqZAAU","0053g000000ln7zAAA","","P60","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAvEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","jw97oipfcgjaog0vrn","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqaAAE","0053g000000ln7zAAA","","Address Verification","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAwEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","7xzazr43uv2k7nk875","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqbAAE","0053g000000ln7zAAA","","Valuation Report","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAxEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","u0smeo7swer0vgpi5d","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqcAAE","0053g000000ln7zAAA","","Conveyancer Document","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAyEAO","a0I3g000000ThxjEAC","","a0K3g000001QHZ9EAO","","false","opoc6e6unpqln9xt5c","false","false","","","","","false","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product__c"" IS=""AIP""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLqdAAE","0053g000000ln7zAAA","","Driver License","2020-10-12T19:27:33.000Z","0053g000000FhrcAAC","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNAzEAO","a0I3g000000ThxeEAC","","a0K3g000001QHZEEA4","","false","62f1ip0sq9jo6ms65f","false","false","","","","","false","","","","","","","","","false","","","","","false","a093g000000aLqdAAE"
"a093g000000aLqeAAE","0053g000000ln7zAAA","","Passport","2020-10-12T19:27:33.000Z","0053g000000FhrcAAC","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNB0EAO","a0I3g000000ThxeEAC","","a0K3g000001QHZEEA4","","false","er8s15bpv6l7lv9u2b","false","false","","","","","false","","","","","","","","","false","","","","","false","a093g000000aLqeAAE"
"a093g000000aLqfAAE","0053g000000ln7zAAA","","State Issue ID","2020-10-12T19:27:33.000Z","0053g000000FhrcAAC","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNB1EAO","a0I3g000000ThxeEAC","","a0K3g000001QHZEEA4","","false","t9tczuqu3dtndqsoqd","false","false","","","","","false","","","","","","","","","false","","","","","false","a093g000000aLqfAAE"
"a093g000000aLrFAAU","0053g000000ln7zAAA","","Articles of Incorporation","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNC3EAO","a0I3g000000ThxeEAC","","a0K3g000001QHZNEA4","","false","u2mfyv08c9txy1hh23","false","false","","","This is a description I can use to help my customer understand precisely what type of document we are seeking to obtain.","Your Company's Articles of Incorporation","true","","","","","","{{IF=""1""}}{{COND=""1"" FIELD=""Account.Type"" IS=""Corporation""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLrFAAU"
"a093g000000aLrGAAU","0053g000000ln7zAAA","","Trust Agreement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNC5EAO","a0I3g000000ThxeEAC","","a0K3g000001QHZOEA4","","false","283v6ad3mi7kuvwc9b","false","false","","","This is a description I can use to help my customer understand precisely what type of document we are seeking to obtain.","Your Trust Agreement","false","","","","","","{{IF=""A""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Trust""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLrGAAU"
"a093g000000aLrHAAU","0053g000000ln7zAAA","","Limited Partnership Agreement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNCJEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZPEA4","","false","yhw7owqojbn694fzjc","false","false","","","This is a description I can use to help my customer understand precisely what type of document we are seeking to obtain.","Your Company's Limited Partnership Agreement","true","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Partnership""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLrHAAU"
"a093g000000aLrIAAU","0053g000000ln7zAAA","","General Partnership Agreement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNCKEA4","a0I3g000000ThxeEAC","","a0K3g000001QHZPEA4","","false","ogrzmzrqc6mqr1188q","false","false","","","This is a description I can use to help my customer understand precisely what type of document we are seeking to obtain.","Your Company's General Partnership Agreement","true","","","","","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""Account.Type"" IS=""Limited Partnership""}}{{COND=""B"" FIELD=""Account.Type"" IS=""Partnership""}}__GUID__{{ENDIF}}","","","false","","","","","false","a093g000000aLrIAAU"
"a093g000000aLrRAAU","0053g000000ln7zAAA","","CD Deposit Agreement and Disclosures","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNDNEA4","a0I3g000000ThxhEAC","","a0K3g000001QHZSEA4","","false","v05zvmg3lz1ssjy0to","false","false","","","","","false","","","","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Line__c"" IS=""Business""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" IS=""Business CD""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLrSAAU","0053g000000ln7zAAA","","Beneficiary Statement","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNDOEA4","a0I3g000000ThxhEAC","","a0K3g000001QHZSEA4","","false","muxm3ubwfv3w72i7xx","false","false","","","","","false","","","","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Line__c"" IS=""Business""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" IS=""Business CD""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
"a093g000000aLrTAAU","0053g000000ln7zAAA","","CD Deposit Agreement and Disclosures","2020-10-12T19:27:33.000Z","0053g000000ln7zAAA","2022-11-01T07:49:31.000Z","0053g000000ln7zAAA","","false","","","","","","","","","false","","a0E3g000000PNDPEA4","a0I3g000000ThxhEAC","","a0K3g000001QHZSEA4","","false","90o1j943kobmo66gpu","false","false","","","","","false","","","","","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Line__c"" IS=""Personal""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Type__c"" IS=""Personal CD""}}__GUID__{{ENDIF}}","","","false","","","","","false",""
